conflict_id	id_ep	gwnoloc	year	mon	location	sidea	sidea2nd	sideb	sideb2nd	mission	PKOdum	osvAll	osvAllLagDum	osvreb1	osvreb1Lag	osvreb1LagDum	osvgov	osvgovLag	osvgovLagDum	troopLag	policeLag	militaryobserversLag	brv_AllLag	brv_bLag	brv_aLag	incomp	epduration	lntpop	PKOatsomept_con	unscres_prearrivalLag	unscresLag	active_year	ceasefire	pocmandate	robustmandate
78.0	781	530	1993	8.0	"Ethiopia"	"Ethiopia"		"EPLF"			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	32.0	10.88249	0.0	0.0	0.0	0	1.0	0.0	0.0
78.0	781	530	1993	9.0	"Ethiopia"	"Ethiopia"		"EPLF"			0.0	26.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	33.0	10.88249	0.0	0.0	0.0	0	1.0	0.0	0.0
78.0	781	530	1993	10.0	"Ethiopia"	"Ethiopia"		"EPLF"			0.0	0.0	1.0	0.0	0.0	0.0	0.0	26.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1	34.0	10.88249	0.0	0.0	0.0	0	1.0	0.0	0.0
78.0	781	530	1993	11.0	"Ethiopia"	"Ethiopia"		"EPLF"			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	35.0	10.88249	0.0	0.0	0.0	0	1.0	0.0	0.0
78.0	781	530	1993	12.0	"Ethiopia"	"Ethiopia"		"EPLF"			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	36.0	10.88249	0.0	0.0	0.0	0	1.0	0.0	0.0
86.0	861	490	1996	1.0	"Democratic Republic of Congo (Zaire)"	"Democratic Republic of Congo (Zaire)"		"AFDL"	"Rwanda"			41.0		41.0			0.0									2	1.0	10.753895	1.0			1	0.0	0.0	0.0
86.0	861	490	1996	2.0	"Democratic Republic of Congo (Zaire)"	"Democratic Republic of Congo (Zaire)"		"AFDL"	"Rwanda"		0.0	79.0	1.0	69.0	41.0	1.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	2.0	10.753895	1.0	0.0	0.0	1	0.0	0.0	0.0
86.0	861	490	1996	3.0	"Democratic Republic of Congo (Zaire)"	"Democratic Republic of Congo (Zaire)"		"AFDL"	"Rwanda"		0.0	68.0	1.0	68.0	69.0	1.0	0.0	10.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2	3.0	10.753895	1.0	0.0	0.0	1	0.0	0.0	0.0
86.0	861	490	1996	4.0	"Democratic Republic of Congo (Zaire)"	"Democratic Republic of Congo (Zaire)"		"AFDL"	"Rwanda"		0.0	7.0	1.0	6.0	68.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	4.0	10.753895	1.0	0.0	0.0	1	0.0	0.0	0.0
86.0	861	490	1996	5.0	"Democratic Republic of Congo (Zaire)"	"Democratic Republic of Congo (Zaire)"		"AFDL"	"Rwanda"		0.0	249.0	1.0	100.0	6.0	1.0	149.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2	5.0	10.753895	1.0	0.0	0.0	1	0.0	0.0	0.0
